delivery_id,origin,destination,distance_km,delivery_time_hours,vehicle_type,cargo_weight_kg
DEL00129,Unknown,Unknown,0,0,Truck,0
DEL00130,Unknown,Unknown,0,0,Truck,0
DEL00131,Unknown,Unknown,0,0,Truck,0
DEL00132,Unknown,Unknown,0,0,Truck,0
DEL00133,Unknown,Unknown,0,0,Truck,0
DEL00134,Unknown,Unknown,0,0,Truck,0
DEL00135,Unknown,Unknown,0,0,Truck,0
DEL00136,Unknown,Unknown,0,0,Truck,0
DEL00137,Unknown,Unknown,0,0,Truck,0
DEL00138,Unknown,Unknown,0,0,Truck,0
DEL00139,Unknown,Unknown,0,0,Truck,0
DEL00140,Unknown,Unknown,0,0,Truck,0
DEL00141,Unknown,Unknown,0,0,Truck,0
DEL00142,Unknown,Unknown,0,0,Truck,0
DEL00143,Unknown,Unknown,0,0,Truck,0
DEL00144,Unknown,Unknown,0,0,Truck,0
DEL00145,Unknown,Unknown,0,0,Truck,0
DEL00146,Unknown,Unknown,0,0,Truck,0
DEL00147,Unknown,Unknown,0,0,Truck,0
DEL00148,Unknown,Unknown,0,0,Truck,0
DEL00149,Unknown,Unknown,0,0,Truck,0
DEL00150,Unknown,Unknown,0,0,Truck,0
DEL00151,Unknown,Unknown,0,0,Truck,0
DEL00152,Unknown,Unknown,0,0,Truck,0
DEL00153,Unknown,Unknown,0,0,Truck,0
DEL00154,Unknown,Unknown,0,0,Truck,0
DEL00155,Unknown,Unknown,0,0,Truck,0
DEL00156,Unknown,Unknown,0,0,Truck,0
DEL00157,Unknown,Unknown,0,0,Truck,0
DEL00158,Unknown,Unknown,0,0,Truck,0
DEL00159,Unknown,Unknown,0,0,Truck,0
DEL00160,Unknown,Unknown,0,0,Truck,0
DEL00161,Unknown,Unknown,0,0,Truck,0
DEL00162,Unknown,Unknown,0,0,Truck,0
DEL00163,Unknown,Unknown,0,0,Truck,0
DEL00164,Unknown,Unknown,0,0,Truck,0
DEL00165,Unknown,Unknown,0,0,Truck,0
DEL00166,Unknown,Unknown,0,0,Truck,0
DEL00167,Unknown,Unknown,0,0,Truck,0
DEL00168,Unknown,Unknown,0,0,Truck,0
DEL00169,Unknown,Unknown,0,0,Truck,0
DEL00170,Unknown,Unknown,0,0,Truck,0
DEL00171,Unknown,Unknown,0,0,Truck,0
DEL00172,Unknown,Unknown,0,0,Truck,0
DEL00173,Unknown,Unknown,0,0,Truck,0
DEL00174,Unknown,Unknown,0,0,Truck,0
DEL00175,Unknown,Unknown,0,0,Truck,0
DEL00176,Unknown,Unknown,0,0,Truck,0
DEL00177,Unknown,Unknown,0,0,Truck,0
DEL00178,Unknown,Unknown,0,0,Truck,0
DEL00179,Unknown,Unknown,0,0,Truck,0
DEL00180,Unknown,Unknown,0,0,Truck,0
DEL00181,Unknown,Unknown,0,0,Truck,0
DEL00182,Unknown,Unknown,0,0,Truck,0
DEL00183,Unknown,Unknown,0,0,Truck,0
DEL00184,Unknown,Unknown,0,0,Truck,0
DEL00185,Unknown,Unknown,0,0,Truck,0
DEL00186,Unknown,Unknown,0,0,Truck,0
DEL00187,Unknown,Unknown,0,0,Truck,0
DEL00188,Unknown,Unknown,0,0,Truck,0
DEL00189,Unknown,Unknown,0,0,Truck,0
DEL00190,Unknown,Unknown,0,0,Truck,0
DEL00191,Unknown,Unknown,0,0,Truck,0
DEL00192,Unknown,Unknown,0,0,Truck,0
DEL00193,Unknown,Unknown,0,0,Truck,0
DEL00194,Unknown,Unknown,0,0,Truck,0
DEL00195,Unknown,Unknown,0,0,Truck,0
DEL00196,Unknown,Unknown,0,0,Truck,0
DEL00197,Unknown,Unknown,0,0,Truck,0
DEL00198,Unknown,Unknown,0,0,Truck,0
DEL00199,Unknown,Unknown,0,0,Truck,0
DEL00200,Unknown,Unknown,0,0,Truck,0
DEL00201,Unknown,Unknown,0,0,Truck,0
DEL00202,Unknown,Unknown,0,0,Truck,0
DEL00203,Unknown,Unknown,0,0,Truck,0
DEL00204,Unknown,Unknown,0,0,Truck,0
DEL00205,Unknown,Unknown,0,0,Truck,0
DEL00206,Unknown,Unknown,0,0,Truck,0
DEL00207,Unknown,Unknown,0,0,Truck,0
DEL00208,Unknown,Unknown,0,0,Truck,0
DEL00209,Unknown,Unknown,0,0,Truck,0
DEL00210,Unknown,Unknown,0,0,Truck,0
DEL00211,Unknown,Unknown,0,0,Truck,0
DEL00212,Unknown,Unknown,0,0,Truck,0
DEL00213,Unknown,Unknown,0,0,Truck,0
DEL00214,Unknown,Unknown,0,0,Truck,0
DEL00215,Unknown,Unknown,0,0,Truck,0
DEL00216,Unknown,Unknown,0,0,Truck,0
DEL00217,Unknown,Unknown,0,0,Truck,0
DEL00218,Unknown,Unknown,0,0,Truck,0
DEL00219,Unknown,Unknown,0,0,Truck,0
DEL00220,Unknown,Unknown,0,0,Truck,0
DEL00221,Unknown,Unknown,0,0,Truck,0
DEL00222,Unknown,Unknown,0,0,Truck,0
DEL00223,Unknown,Unknown,0,0,Truck,0
DEL00224,Unknown,Unknown,0,0,Truck,0
DEL00225,Unknown,Unknown,0,0,Truck,0
DEL00226,Unknown,Unknown,0,0,Truck,0
DEL00227,Unknown,Unknown,0,0,Truck,0
DEL00228,Unknown,Unknown,0,0,Truck,0
DEL00229,Unknown,Unknown,0,0,Truck,0
DEL00230,Unknown,Unknown,0,0,Truck,0
DEL00231,Unknown,Unknown,0,0,Truck,0
DEL00232,Unknown,Unknown,0,0,Truck,0
DEL00233,Unknown,Unknown,0,0,Truck,0
DEL00234,Unknown,Unknown,0,0,Truck,0
DEL00235,Unknown,Unknown,0,0,Truck,0
DEL00236,Unknown,Unknown,0,0,Truck,0
DEL00237,Unknown,Unknown,0,0,Truck,0
DEL00238,Unknown,Unknown,0,0,Truck,0
DEL00239,Unknown,Unknown,0,0,Truck,0
DEL00240,Unknown,Unknown,0,0,Truck,0
DEL00241,Unknown,Unknown,0,0,Truck,0
DEL00242,Unknown,Unknown,0,0,Truck,0
DEL00243,Unknown,Unknown,0,0,Truck,0
DEL00244,Unknown,Unknown,0,0,Truck,0
DEL00245,Unknown,Unknown,0,0,Truck,0
DEL00246,Unknown,Unknown,0,0,Truck,0
DEL00247,Unknown,Unknown,0,0,Truck,0
DEL00248,Unknown,Unknown,0,0,Truck,0
DEL00249,Unknown,Unknown,0,0,Truck,0
DEL00250,Unknown,Unknown,0,0,Truck,0
DEL00251,Unknown,Unknown,0,0,Truck,0
DEL00252,Unknown,Unknown,0,0,Truck,0
DEL00253,Unknown,Unknown,0,0,Truck,0
DEL00254,Unknown,Unknown,0,0,Truck,0
DEL00255,Unknown,Unknown,0,0,Truck,0
DEL00256,Unknown,Unknown,0,0,Truck,0
DEL00257,Unknown,Unknown,0,0,Truck,0
DEL00258,Unknown,Unknown,0,0,Truck,0
DEL00259,Unknown,Unknown,0,0,Truck,0
DEL00260,Unknown,Unknown,0,0,Truck,0
DEL00261,Unknown,Unknown,0,0,Truck,0
DEL00262,Unknown,Unknown,0,0,Truck,0
DEL00263,Unknown,Unknown,0,0,Truck,0
DEL00264,Unknown,Unknown,0,0,Truck,0
DEL00265,Unknown,Unknown,0,0,Truck,0
DEL00266,Unknown,Unknown,0,0,Truck,0
DEL00267,Unknown,Unknown,0,0,Truck,0
DEL00268,Unknown,Unknown,0,0,Truck,0
DEL00269,Unknown,Unknown,0,0,Truck,0
DEL00270,Unknown,Unknown,0,0,Truck,0
DEL00271,Unknown,Unknown,0,0,Truck,0
DEL00272,Unknown,Unknown,0,0,Truck,0
DEL00273,Unknown,Unknown,0,0,Truck,0
DEL00274,Unknown,Unknown,0,0,Truck,0
DEL00275,Unknown,Unknown,0,0,Truck,0
DEL00276,Unknown,Unknown,0,0,Truck,0
DEL00277,Unknown,Unknown,0,0,Truck,0
DEL00278,Unknown,Unknown,0,0,Truck,0
DEL00279,Unknown,Unknown,0,0,Truck,0
DEL00280,Unknown,Unknown,0,0,Truck,0
DEL00281,Unknown,Unknown,0,0,Truck,0
DEL00282,Unknown,Unknown,0,0,Truck,0
DEL00283,Unknown,Unknown,0,0,Truck,0
DEL00284,Unknown,Unknown,0,0,Truck,0
DEL00285,Unknown,Unknown,0,0,Truck,0
DEL00286,Unknown,Unknown,0,0,Truck,0
DEL00287,Unknown,Unknown,0,0,Truck,0
DEL00288,Unknown,Unknown,0,0,Truck,0
DEL00289,Unknown,Unknown,0,0,Truck,0
DEL00290,Unknown,Unknown,0,0,Truck,0
DEL00291,Unknown,Unknown,0,0,Truck,0
DEL00292,Unknown,Unknown,0,0,Truck,0
DEL00293,Unknown,Unknown,0,0,Truck,0
DEL00294,Unknown,Unknown,0,0,Truck,0
DEL00295,Unknown,Unknown,0,0,Truck,0
DEL00296,Unknown,Unknown,0,0,Truck,0
DEL00297,Unknown,Unknown,0,0,Truck,0
DEL00298,Unknown,Unknown,0,0,Truck,0
DEL00299,Unknown,Unknown,0,0,Truck,0
DEL00300,Unknown,Unknown,0,0,Truck,0
DEL00301,Unknown,Unknown,0,0,Truck,0
DEL00302,Unknown,Unknown,0,0,Truck,0
DEL00303,Unknown,Unknown,0,0,Truck,0
DEL00304,Unknown,Unknown,0,0,Truck,0
DEL00305,Unknown,Unknown,0,0,Truck,0
DEL00306,Unknown,Unknown,0,0,Truck,0
DEL00307,Unknown,Unknown,0,0,Truck,0
DEL00308,Unknown,Unknown,0,0,Truck,0
DEL00309,Unknown,Unknown,0,0,Truck,0
DEL00310,Unknown,Unknown,0,0,Truck,0
DEL00311,Unknown,Unknown,0,0,Truck,0
DEL00312,Unknown,Unknown,0,0,Truck,0
DEL00313,Unknown,Unknown,0,0,Truck,0
DEL00314,Unknown,Unknown,0,0,Truck,0
DEL00315,Unknown,Unknown,0,0,Truck,0
DEL00316,Unknown,Unknown,0,0,Truck,0
DEL00317,Unknown,Unknown,0,0,Truck,0
DEL00318,Unknown,Unknown,0,0,Truck,0
DEL00319,Unknown,Unknown,0,0,Truck,0
DEL00320,Unknown,Unknown,0,0,Truck,0
DEL00321,Unknown,Unknown,0,0,Truck,0
DEL00322,Unknown,Unknown,0,0,Truck,0
DEL00323,Unknown,Unknown,0,0,Truck,0
DEL00324,Unknown,Unknown,0,0,Truck,0
DEL00325,Unknown,Unknown,0,0,Truck,0
DEL00326,Unknown,Unknown,0,0,Truck,0
DEL00327,Unknown,Unknown,0,0,Truck,0
DEL00328,Unknown,Unknown,0,0,Truck,0
DEL00329,Unknown,Unknown,0,0,Truck,0
DEL00330,Unknown,Unknown,0,0,Truck,0
DEL00331,Unknown,Unknown,0,0,Truck,0
DEL00332,Unknown,Unknown,0,0,Truck,0
DEL00333,Unknown,Unknown,0,0,Truck,0
DEL00334,Unknown,Unknown,0,0,Truck,0
DEL00335,Unknown,Unknown,0,0,Truck,0
DEL00336,Unknown,Unknown,0,0,Truck,0
DEL00337,Unknown,Unknown,0,0,Truck,0
DEL00338,Unknown,Unknown,0,0,Truck,0
DEL00339,Unknown,Unknown,0,0,Truck,0
DEL00340,Unknown,Unknown,0,0,Truck,0
DEL00341,Unknown,Unknown,0,0,Truck,0
DEL00342,Unknown,Unknown,0,0,Truck,0
DEL00343,Unknown,Unknown,0,0,Truck,0
DEL00344,Unknown,Unknown,0,0,Truck,0
DEL00345,Unknown,Unknown,0,0,Truck,0
DEL00346,Unknown,Unknown,0,0,Truck,0
DEL00347,Unknown,Unknown,0,0,Truck,0
DEL00348,Unknown,Unknown,0,0,Truck,0
DEL00349,Unknown,Unknown,0,0,Truck,0
DEL00350,Unknown,Unknown,0,0,Truck,0
DEL00351,Unknown,Unknown,0,0,Truck,0
DEL00352,Unknown,Unknown,0,0,Truck,0
DEL00353,Unknown,Unknown,0,0,Truck,0
DEL00354,Unknown,Unknown,0,0,Truck,0
DEL00355,Unknown,Unknown,0,0,Truck,0
DEL00356,Unknown,Unknown,0,0,Truck,0
DEL00357,Unknown,Unknown,0,0,Truck,0
DEL00358,Unknown,Unknown,0,0,Truck,0
DEL00359,Unknown,Unknown,0,0,Truck,0
DEL00360,Unknown,Unknown,0,0,Truck,0
DEL00361,Unknown,Unknown,0,0,Truck,0
DEL00362,Unknown,Unknown,0,0,Truck,0
DEL00363,Unknown,Unknown,0,0,Truck,0
DEL00364,Unknown,Unknown,0,0,Truck,0
DEL00365,Unknown,Unknown,0,0,Truck,0
DEL00366,Unknown,Unknown,0,0,Truck,0
DEL00367,Unknown,Unknown,0,0,Truck,0
DEL00368,Unknown,Unknown,0,0,Truck,0
DEL00369,Unknown,Unknown,0,0,Truck,0
DEL00370,Unknown,Unknown,0,0,Truck,0
DEL00371,Unknown,Unknown,0,0,Truck,0
DEL00372,Unknown,Unknown,0,0,Truck,0
DEL00373,Unknown,Unknown,0,0,Truck,0
DEL00374,Unknown,Unknown,0,0,Truck,0
DEL00375,Unknown,Unknown,0,0,Truck,0
DEL00376,Unknown,Unknown,0,0,Truck,0
DEL00377,Unknown,Unknown,0,0,Truck,0
DEL00378,Unknown,Unknown,0,0,Truck,0
DEL00379,Unknown,Unknown,0,0,Truck,0
DEL00380,Unknown,Unknown,0,0,Truck,0
DEL00381,Unknown,Unknown,0,0,Truck,0
DEL00382,Unknown,Unknown,0,0,Truck,0
DEL00383,Unknown,Unknown,0,0,Truck,0
DEL00384,Unknown,Unknown,0,0,Truck,0
DEL00385,Unknown,Unknown,0,0,Truck,0
DEL00386,Unknown,Unknown,0,0,Truck,0
DEL00387,Unknown,Unknown,0,0,Truck,0
DEL00388,Unknown,Unknown,0,0,Truck,0
DEL00389,Unknown,Unknown,0,0,Truck,0
DEL00390,Unknown,Unknown,0,0,Truck,0
DEL00391,Unknown,Unknown,0,0,Truck,0
DEL00392,Unknown,Unknown,0,0,Truck,0
DEL00393,Unknown,Unknown,0,0,Truck,0
DEL00394,Unknown,Unknown,0,0,Truck,0
DEL00395,Unknown,Unknown,0,0,Truck,0
DEL00396,Unknown,Unknown,0,0,Truck,0
DEL00397,Unknown,Unknown,0,0,Truck,0
DEL00398,Unknown,Unknown,0,0,Truck,0
DEL00399,Unknown,Unknown,0,0,Truck,0
DEL00400,Unknown,Unknown,0,0,Truck,0
DEL00401,Unknown,Unknown,0,0,Truck,0
DEL00402,Unknown,Unknown,0,0,Truck,0
DEL00403,Unknown,Unknown,0,0,Truck,0
DEL00404,Unknown,Unknown,0,0,Truck,0
DEL00405,Unknown,Unknown,0,0,Truck,0
DEL00406,Unknown,Unknown,0,0,Truck,0
DEL00407,Unknown,Unknown,0,0,Truck,0
DEL00408,Unknown,Unknown,0,0,Truck,0
DEL00409,Unknown,Unknown,0,0,Truck,0
DEL00410,Unknown,Unknown,0,0,Truck,0
DEL00411,Unknown,Unknown,0,0,Truck,0
DEL00412,Unknown,Unknown,0,0,Truck,0
DEL00413,Unknown,Unknown,0,0,Truck,0
DEL00414,Unknown,Unknown,0,0,Truck,0
DEL00415,Unknown,Unknown,0,0,Truck,0
DEL00416,Unknown,Unknown,0,0,Truck,0
DEL00417,Unknown,Unknown,0,0,Truck,0
DEL00418,Unknown,Unknown,0,0,Truck,0
DEL00419,Unknown,Unknown,0,0,Truck,0
DEL00420,Unknown,Unknown,0,0,Truck,0
DEL00421,Unknown,Unknown,0,0,Truck,0
DEL00422,Unknown,Unknown,0,0,Truck,0
DEL00423,Unknown,Unknown,0,0,Truck,0
DEL00424,Unknown,Unknown,0,0,Truck,0
DEL00425,Unknown,Unknown,0,0,Truck,0
DEL00426,Unknown,Unknown,0,0,Truck,0
DEL00427,Unknown,Unknown,0,0,Truck,0
DEL00428,Unknown,Unknown,0,0,Truck,0
DEL00429,Unknown,Unknown,0,0,Truck,0
DEL00430,Unknown,Unknown,0,0,Truck,0
DEL00431,Unknown,Unknown,0,0,Truck,0
DEL00432,Unknown,Unknown,0,0,Truck,0
DEL00433,Unknown,Unknown,0,0,Truck,0
DEL00434,Unknown,Unknown,0,0,Truck,0
DEL00435,Unknown,Unknown,0,0,Truck,0
DEL00436,Unknown,Unknown,0,0,Truck,0
DEL00437,Unknown,Unknown,0,0,Truck,0
DEL00438,Unknown,Unknown,0,0,Truck,0
DEL00439,Unknown,Unknown,0,0,Truck,0
DEL00440,Unknown,Unknown,0,0,Truck,0
DEL00441,Unknown,Unknown,0,0,Truck,0
DEL00442,Unknown,Unknown,0,0,Truck,0
DEL00443,Unknown,Unknown,0,0,Truck,0
DEL00444,Unknown,Unknown,0,0,Truck,0
DEL00445,Unknown,Unknown,0,0,Truck,0
DEL00446,Unknown,Unknown,0,0,Truck,0
DEL00447,Unknown,Unknown,0,0,Truck,0
DEL00448,Unknown,Unknown,0,0,Truck,0
DEL00449,Unknown,Unknown,0,0,Truck,0
DEL00450,Unknown,Unknown,0,0,Truck,0
DEL00451,Unknown,Unknown,0,0,Truck,0
DEL00452,Unknown,Unknown,0,0,Truck,0
DEL00453,Unknown,Unknown,0,0,Truck,0
DEL00454,Unknown,Unknown,0,0,Truck,0
DEL00455,Unknown,Unknown,0,0,Truck,0
DEL00456,Unknown,Unknown,0,0,Truck,0
DEL00457,Unknown,Unknown,0,0,Truck,0
DEL00458,Unknown,Unknown,0,0,Truck,0
DEL00459,Unknown,Unknown,0,0,Truck,0
DEL00460,Unknown,Unknown,0,0,Truck,0
DEL00461,Unknown,Unknown,0,0,Truck,0
DEL00462,Unknown,Unknown,0,0,Truck,0
DEL00463,Unknown,Unknown,0,0,Truck,0
DEL00464,Unknown,Unknown,0,0,Truck,0
DEL00465,Unknown,Unknown,0,0,Truck,0
DEL00466,Unknown,Unknown,0,0,Truck,0
DEL00467,Unknown,Unknown,0,0,Truck,0
DEL00468,Unknown,Unknown,0,0,Truck,0
DEL00469,Unknown,Unknown,0,0,Truck,0
DEL00470,Unknown,Unknown,0,0,Truck,0
DEL00471,Unknown,Unknown,0,0,Truck,0
DEL00472,Unknown,Unknown,0,0,Truck,0
DEL00473,Unknown,Unknown,0,0,Truck,0
DEL00474,Unknown,Unknown,0,0,Truck,0
DEL00475,Unknown,Unknown,0,0,Truck,0
DEL00476,Unknown,Unknown,0,0,Truck,0
DEL00477,Unknown,Unknown,0,0,Truck,0
DEL00478,Unknown,Unknown,0,0,Truck,0
DEL00479,Unknown,Unknown,0,0,Truck,0
DEL00480,Unknown,Unknown,0,0,Truck,0
DEL00481,Unknown,Unknown,0,0,Truck,0
DEL00482,Unknown,Unknown,0,0,Truck,0
DEL00483,Unknown,Unknown,0,0,Truck,0
DEL00484,Unknown,Unknown,0,0,Truck,0
DEL00485,Unknown,Unknown,0,0,Truck,0
DEL00486,Unknown,Unknown,0,0,Truck,0
DEL00487,Unknown,Unknown,0,0,Truck,0
DEL00488,Unknown,Unknown,0,0,Truck,0
DEL00489,Unknown,Unknown,0,0,Truck,0
DEL00490,Unknown,Unknown,0,0,Truck,0
DEL00491,Unknown,Unknown,0,0,Truck,0
DEL00492,Unknown,Unknown,0,0,Truck,0
DEL00493,Unknown,Unknown,0,0,Truck,0
DEL00494,Unknown,Unknown,0,0,Truck,0
DEL00495,Unknown,Unknown,0,0,Truck,0
DEL00496,Unknown,Unknown,0,0,Truck,0
DEL00497,Unknown,Unknown,0,0,Truck,0
DEL00498,Unknown,Unknown,0,0,Truck,0
DEL00499,Unknown,Unknown,0,0,Truck,0
DEL00500,Unknown,Unknown,0,0,Truck,0
DEL00501,Unknown,Unknown,0,0,Truck,0
DEL00502,Unknown,Unknown,0,0,Truck,0
DEL00503,Unknown,Unknown,0,0,Truck,0
DEL00504,Unknown,Unknown,0,0,Truck,0
DEL00505,Unknown,Unknown,0,0,Truck,0
DEL00506,Unknown,Unknown,0,0,Truck,0
DEL00507,Unknown,Unknown,0,0,Truck,0
DEL00508,Unknown,Unknown,0,0,Truck,0
DEL00509,Unknown,Unknown,0,0,Truck,0
DEL00510,Unknown,Unknown,0,0,Truck,0
DEL00511,Unknown,Unknown,0,0,Truck,0
DEL00512,Unknown,Unknown,0,0,Truck,0
DEL00513,Unknown,Unknown,0,0,Truck,0
DEL00514,Unknown,Unknown,0,0,Truck,0
DEL00515,Unknown,Unknown,0,0,Truck,0
DEL00516,Unknown,Unknown,0,0,Truck,0
DEL00517,Unknown,Unknown,0,0,Truck,0
DEL00518,Unknown,Unknown,0,0,Truck,0
DEL00519,Unknown,Unknown,0,0,Truck,0
DEL00520,Unknown,Unknown,0,0,Truck,0
DEL00521,Unknown,Unknown,0,0,Truck,0
DEL00522,Unknown,Unknown,0,0,Truck,0
DEL00523,Unknown,Unknown,0,0,Truck,0
DEL00524,Unknown,Unknown,0,0,Truck,0
DEL00525,Unknown,Unknown,0,0,Truck,0
DEL00526,Unknown,Unknown,0,0,Truck,0
DEL00527,Unknown,Unknown,0,0,Truck,0
DEL00528,Unknown,Unknown,0,0,Truck,0
DEL00529,Unknown,Unknown,0,0,Truck,0
DEL00530,Unknown,Unknown,0,0,Truck,0
DEL00531,Unknown,Unknown,0,0,Truck,0
DEL00532,Unknown,Unknown,0,0,Truck,0
DEL00533,Unknown,Unknown,0,0,Truck,0
DEL00534,Unknown,Unknown,0,0,Truck,0
